ID | NAME | IATA(3) | ICAO(4) | CALLSIGN | ID_COUNTRY_OF_ORIGIN
4658,Servicios Aereos Ejecutivos De La Laguna,,LGU,LAGUNA,144
4659,Servico Leo Lopex,,LLA,LEO LOPOZ,144
4660,Servicios Aereos Estrella,,LLS,SERVIESTRELLA,144
4661,South African Air Force,,LMG,SOUTH AFRICA,206
4662,Sky Limo Corporation,,LMO,SKY LIMO,
4663,SANSA,,LRS,,54
4664,Spectrum Aviation Incorporated,,LSP,AIR TONY,
4665,SOS Helikoptern Gotland,,MCG,MEDICOPTER,215
4666,Sundt Air,,MDT,MIDNIGHT,
4667,Servicios Aereos Milenio,,MLO,MILENIO,144
4668,SAAD (A320) Limited,,MMS,MUSAAD AIR,42
4669,Servicios Aereos Moritani,,MRI,MORITANI,144
4670,San Juan Airlines,2G,MRR,MARINER,
4671,Servico Aereo Regional,,MSG,SAR-REGIONAL,152
4672,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,,MSP,SEGURIDAD,54
4673,Servicios Aereos MTT,,MTG,,144
4674,Sabre Pacific,1Z,,,14
4675,Sabre,1S,,,
4676,Sierra Nevada Airlines,1I,,,
4677,Siren-Travel,1H,,,
4678,Sirena,1Q,,,
4679,Sky Trek International Airlines,1I,,,
4680,Southern Cross Distribution,1K,,,14
4681,Sutra,1K,,,
4682,SNCF,2C,,,76
4683,Star Equatorial Airlines,2S,,,93
4684,Seulawah Nad Air,,AD,SEULAWAH,104
4685,Servicios Aereos del Nazas SA de CV,,AZ,AZAS,144
4686,Simpson Air Ltd,,CS,COMMUTER-CANADA,40
4687,Spirit Airlines,K,KS,SPIRIT WINGS,
4688,Servicios Aereos Latinoamericanos,,O,SERVICIOS LATINO,144
4689,Servicios Aereos Monarrez,,RZ,MONARREZ,144
4690,Societe De Transport Aerien De Mauritanie,,SC,TRANS-SOCIETE,141
4691,SATENA,9R,SE,SATENA,49
4692,Servicios Aereos Del Norte,,TB,SERVINORTE,144
4693,Servicios Intergrales De Aviacion,,TG,INTERGRALES,144
4694,Slok Air Gambia,S0,OKS,SLOK GAMBIA,81
4695,Soko Aviation,,OKT,SOKO AIR,209
4696,Solar Cargo,,OLC,SOLARCARGO,
4697,Soloflight,,OLO,SOLO,
4698,Sonnig SA,,ONG,SONNIG,216
4699,Sosoliso Airlines,SO,OSL,SOSOLISO,
4700,Servicios Aereos Noticiosos,,OSS,OTICIOSOS,144
4701,South Airlines,,OTL,SOUTHLINE,233
4702,Skywest Airlines,,OZW,OZWEST,14
4703,Sokol,,PIV,AEROSOKOL,
4704,South Carolina Aeronautics Commission,,PLT,PALMETTO,
4705,Servicios Aereos Premier,,PMR,SERVICIOS PREMIER,144
4706,Survey Udara (Penas),,PNS,PENAS,104
4707,Servicios Aereos Poblanos,,POB,POBLANOS,144
4708,Servicios Aereos Profesionales,,PSV,PROSERVICIOS,64
4709,Southeastern Airways,,PTM,POSTMA,
4710,Spurwing Airlines,,PUR,SPURWING,206
4711,Sky Trek International Airlines,1I,PZR,PHAZER,
4712,Shandong Airlines Rainbow Jet,,RBW,CAI HONG,46
4713,SA Airlink Regional,,REJ,REGIONAL LINK,206
4714,Servicio Aereo Regional Regair,,RER,REGAIR,65
4715,Scoala Superioara De Aviatie Civila,,RFT,ROMANIAN ACADEMY,182
4716,Servicios Aereos Regiomontanos,,RGC,REGIOMONTANO,144
4717,S-Air,,RLS,S-AIRLINES,
4718,Servicios De Rampa Y Mostrador,,RMP,SERAMSA,144
4719,SNAS Aviation,,RSE,RED SEA,195
4720,Skybus Airlines,SX,SKB,SKYBUS,
4721,Skymaster Air Lines,,SKC,SKYMASTER AIR,
4722,Sky Harbor Air Service,,SKD,SKY DAWG,
4723,Sky Tours,,SKE,SKYISLE,
4724,Sakaviaservice,,AZG,SAKSERVICE,82
4725,Skycraft,,SKF,SKYCRAFT,
4726,Skycraft Air Transport,,SKG,SKYCRAFT-CANADA,40
4727,Skyking,,SKI,SKYKING,
4728,SkyKing Turks and Caicos Airways,RU,SKI,SKYKING,230
4729,Skylink Aviation,,SKK,SKYLINK,40
4730,Skycharter (Malton),,SKL,SKYCHARTER,40
4731,Skyline Aviation Services,,SK,SKYLINER,
4732,Scottish Airways Flyers,,SKO,SKYWORK,
4733,Skyscapes Air Charters,,SKR,SKYSCAPES,206
4734,Sky Service,,SKS,SKY SERVICE,22
4735,Santa Barbara Airlines,S3,BBR,SANTA BARBARA,
4736,Skystar Airways,,SKT,SKY YOU,221
4737,Sky Airline,H2,SKU,AEROSKY,45
4738,SkyWest,OO,SKW,SKYWEST,
4739,Skyways Express,JZ,SKX,SKY EXPRESS,215
4740,Skymark Airlines,BC,SKY,SKYMARK,112
4741,Skyway Enterprises,,SKZ,SKYWAY-INC,
4742,Sierra National Airlines,LJ,SLA,SELAIR,199
4743,Slok Air,,SLB,SLOK AIR,
4744,Silver Air,,SLD,SILVERLINE,60
4745,Streamline,,SLE,SLIPSTREAM,206
4746,Starfly,,SLF,ELISTARFLY,110
4747,Saskatchewan Government,,SLG,LIFEGUARD,40
4748,Silverhawk Aviation,,SLH,SILVERHAWK,
4749,Servicios Aereos de Los Angeles,,AGE,AEROANGEL,144
4750,SilkAir,MI,SLK,SILKAIR,200
4751,Slovak Airlines,6Q,SLL,SLOV LINE,202
4752,Surinam Airways,PY,SLM,SURINAM,212
4753,Sloane Aviation,,SL,SLOANE,
4754,Salpa Aviation,,SLP,SALPA,211
4755,Servicios Aereos Slainte,,SLS,SERVICIOS SLAINTE,144
4756,Stella Aviation,,SLV,AVISTELLA,141
4757,Salama Airlines Nigeria,,SLW,SALMA AIR,
4758,Sete Linhas Aereas,,SLX,SETE,32
4759,Sky Line for Air Services,,SLY,SKYCO,211
4760,Super Luza,,SLZ,LUZA,7
4761,SMA Airlines,,SMA,SESAME,
4762,Sabang Merauke Raya Air Charter,,SMC,SAMER,104
4763,Servicios Aereos La Marquesa,,SMD,SERVICIOS MARQUESA,144
4764,Servant Air,8D,,,
4765,Semos,,SME,SEMICH,115
4766,Smalandsflyg,,SMF,GORDO,215
4767,Smithair,,SMH,SMITHAIR,
4768,Semeyavia,,SMK,ERTIS,115
4769,Smith Air (1976),,SML,SMITH AIR,40
4770,Summit Airlines,,SMM,SUMMIT-AIR,
4771,Samar Air,,SMQ,SAMAR AIR,219
4772,Somon Air,,SMR,SOMON AIR,219
4773,Skyline,,SMT,SKYLIMIT,
4774,Servicios Aerecs Del Sol,,AOS, S.A. de C.V.,
4775,Senator Aviation Charter,,SNA,SENATOR,83
4776,Sterling Airlines,B,SNB,STERLING,61
4777,Servicios Aereos De Nicaragua (SANSA),,SNE,SANSA,
4778,Shans Air,,SNF,SHANS AIR,
4779,Senair Services,,SNH,SENSERVICE,196
4780,Savanah Airlines,,SNI,SAVANAHLINE,
4781,Skynet Asia Airways,6J,SNJ,EWSKY,112
4782,Southeast Airlines (Sun Jet International),,SNK,SUN KING,
4783,Soonair Lines,,SNL,SOONAIR,
4784,Servizi Aerei,,SNM,SERVIZI AEREI,110
4785,Sun Pacific International,,SNP,SUN PACIFIC,
4786,Sun Quest Executive Air Charter,,SNQ,EXECU-QUEST,
4787,Societe Centrafricaine De Transport Aerien,,SNS,,43
4788,Suncoast Aviation,,SNT,SUNCOAST,
4789,Snunit Aviation,,SNU,,109
4790,Sudanese States Aviation,,SNV,SUDANESE,211
4791,Sun West Airlines,,SNW,SUN WEST,
4792,Sun Air Aviation Services,,SNX,SUNEX,40
4793,Stabo Freight,,SOB,STABO,248
4794,Southern Cargo Air Lines,,SOC,,
4795,Southern Ohio Aviation Sales,,SOH,SOUTHERN OHIO,
4796,Southern Aviation,,SOI,SOAVAIR,248
4797,Solomon Airlines,IE,SOL,SOLOMO,204
4798,Somali Airlines,,SOM,SOMALAIR,
4799,Sunshine Air Tours,,SO,SUNSHINE TOURS,
4800,Southern Air,,SOO,SOUTHERN AIR,
4801,Solinair,,SOP,SOLINAIR,203
4802,Sonair Servico Aereo,,SOR,SONAIR,7
4803,Southeast Correct Craft,,SOT,SOUTH COURIER,
4804,Southern Airways,,SOU,SOUTHERN EXPRESS,
4805,Saratov Aviation Division,6W,SOV,SARATOV AIR,
4806,Sowind Air,,SOW,SOWIND,40
4807,Solid Air,,SOX,SOLIDAIR,
4808,Sat Airlines,HZ,SOZ,SATCO,115
4809,Sierra Pacific Airlines,,SPA,SIERRA PACIFIC,
4810,Springbok Classic Air,,SPB,SPRING CLASSIC,206
4811,Skyworld Airlines,,SPC,PORT,
4812,Sprague Electric Company,,SPE,SPRAGUE,
4813,Space World Airline,,SPF,SPACE WORLD,
4814,Springdale Air Service,,SPG,SPRING AIR,
4815,Sapphire Executive Air,,SPH,SAPPHIRE-CHARTER,206
4816,South Pacific Island Airways,,SPI,SOUTH PACIFIC,
4817,Servicios Corporativos Aereos De La Laguna,,SPL,CORPORATIVOS LAGUNA,144
4818,Skorpion Air,,SP,AIR SKORPIO,35
4819,Sapphire Aviation,,SPP,SAPPHIRE,
4820,Servicios Aereos Palenque,,SPQ,SERVICOS PALENQUE,144
4821,Servicios Aereos Tribasa,,TBS,TRIBASA,144
4822,Shuttle America,S5,TCF,MERCURY,
4823,SAAB Nyge Aero,,TGT,TARGET,215
4824,Spark Air,,THB,THAI SABAI,221
4825,S C Ion Tiriac,,TIH,TIRIAC AIR,182
4826,Starlite Aviation,,TRL,STARSTREAM,206
4827,Servicios Aereos Corporativos,,TR,AEROTRO,141
4828,Societe Tout Tranport Mauritanien,,TTM,TOUT-AIR,141
4829,Servicios Aereos Tamazula,,TZU,TAMAZULA,144
4830,Shar Ink,,UGP,SHARINK,
4831,Second Sverdlovsk Air Enterprise,,UKU,PYSHMA,
4832,Servicios Aereos Universitarios,,UNT,UNIVERSITARIO,144
4833,Skif-Air,,USK,SKIF-AIR,233
4834,Smarkand Aero Servise,,US,SAMAS,239
4835,Samarkand Airways,,UZS,SOGDIANA,239
4836,Servicios Aereos Avandaro,,VDO,AVANDARO,144
4837,Stichting Vliegschool 16Hoven,,VGS,SMART,
4838,Silverback Cargo Freighters,,VRB,SILVERBACK,184
4839,Sirvair,,VRS,VAIRSA,144
4840,Scat Air,DV,VSV,VLASTA,115
4841,Sunset Aviation,,VX,VIXE,
4842,Sport Air Travel,,WCC,WEST COAST,
4843,Swift Copters,,WFC,SWIFTCOPTERS,216
4844,Skyrover CC,,WLK,SKYWATCH,206
4845,Safarilink Aviation,,XLK,SAFARILINK,116
4846,SENEAM,,XMX,SENEAM,144
4847,Southport Air Service,,XPG,,
4848,Spectrum Air Service,,XSA,,
4849,Stephenville Aviation Services,,XS,,40
4850,Servicios Aereos Textra,,XTA,TEXTRA,144
4851,Sector Airlines,,XTR,EXTER,40
4852,Skyplan Services,,XXS,,40
4853,Stewart Aviation Services,,YBE,YELLOW BIRD,
4854,Sirin,R1,,,
4855,Star Air,S6,,,61
4856,Servicios Aereos Integrales / Flyant,,FYA,FLYANT,209
4857,State Flight Academy of Ukraine,,UFA,FLIGHT ACADEMY,233
4860,Trans Jet Airways,,SWL,TRANSJET,215
4861,Turbot Air Cargo,,TAC,TURBOT,196
4862,Tranporte Aereo Dominicano,,TAD,TRANS DOMINICA,64
4863,TAME,EQ,TAE,TAME,65
4864,Trans International Express Aviation,,BAP,BIG APPLE,
4865,TAG Aviation USA,,TAG,TAG U-S,
4866,Talair,,TAL,TALAIR,172
4867,TAM Brazilian Airlines,JJ,TAM,TAM,32
4868,Transaustralian Air Express,,AUC,AUSCARGO,14
4869,TAP Portugal,TP,TAP,AIR PORTUGAL,178
4870,Tunisair,TU,TAR,TUNAIR,227
4871,Transportes Aereos Tauro,,TAU,TRANSTAURO,144
4872,Travelair,,TAX,TRAVELAIR,83
4873,TNT Airways,3V,TAY,QUALITY,22
4874,Transbrasil,,TBA,TRANSBRASIL,32
4875,Turbine Air Cargo UK,,TBC,,
4876,Thunderbird Tours,,TBD,ORCA,40
4877,Tropical Airways,M7,TBG,,96
4878,Trinity Air Bahamas,,TBH,,17
4879,TAB Express International,,TBI,TAB INTERNATIONAL,
4880,Taban Air Lines,,TBM,TABAN AIR,
4881,Teebah Airlines,,TB,TEEBAH,199
4882,Tubelair,,TBR,TUBELAIR,227
4883,Tobago Express,,TBX,TABEX,226
4884,Tropican Air Services,,TCA,TROPICANA,66
4885,Transporte del Caribe,,TCB,TRANSCARIBE,49
4886,Trans Continental Airlines,,TCC,TRANSCAL,211
4887,Tchad Airlines,,TCD,TCHADLINES,44
4888,Trans-Colorado Airlines,,TCE,TRANS-COLORADO,
4889,Thai Air Cargo,T2,TCG,THAI CARGO,221
4890,Transcontinental Air,,TCH,TRANS GULF,18
4891,Teledyne Continental Motors,,TCM,TELEDYNE,
4892,Trans Continental Airlines,,TC,TRANSCO,
4893,Transcorp Airways,,TCP,TRANSCORP,
4894,Transcontinental Sur,,TCT,TRANS-CONT,238
4895,Transglobal Airways Corporation,,TCU,TRANSGLOBAL,175
4896,Thomas Cook Airlines,FQ,TCW,THOMAS COOK,22
4897,Thomas Cook Airlines,MT,TCX,KESTREL,
4898,Twin Cities Air Service,,TCY,TWIN CITY,
4899,Tadair,,TDC,TADAIR,209
4900,Tellavia / Flight One,,TDE,TELLURIDE,
4901,Transportes Aereos de Ixtlan,,TDI,TRANSIXTLA,144
4902,Tandem Aero,TQ,TDM,TANDEM,
4903,TRADO,,TDO,TRADO,64
4904,Trade Air,,TDR,TRADEAIR,56
4905,Taxi Aero Nacional Del Evora,,TDV,TAXI EVORA,144
4906,Tradewinds Airlines,,TDX,TRADEWINDS EXPRESS,
4907,Tenir Airlines,,TEB,TENIR AIR,121
4908,Teamline Air,L9,TLW,Teamline,15
4909,Tecnicas Fotograficas,,TEF,TECFOTO,209
4910,Tempelhof Airways,,TEH,TEMPELHOF,
4911,Telford Aviation,,TEL,TELFORD,
4912,Tech-Mont Helicopter Company,,TEM,TECHMONT,202
4913,Tennessee Airways,,TE,TENNESSEE,
4914,Territorial Airlines,,TER,TERRI-AIRE,
4915,TAES Transportes Aereos de El Salvador,,TES,TAES,67
4916,Transeuropean Airlines,UE,TEP,TRANSEURLINE,
4917,Tepavia-Trans Airlines,,TET,TEPAVIA,
4918,Trans-Florida Airlines,,TFA,TRANS FLORIDA,
4919,Tair Airways,,TFB,ROYAL TEE-AIR,175
4920,Talon Air,,TFF,TALON FLIGHT,
4921,Trabajos Aereos Murcianos,,AIM,PIJO,209
4922,Thai Flying Helicopter Service,,TFH,THAI HELICOPTER,221
4923,Transport Facilitators,,TFI,,
4924,Transafrik International,,TFK,,194
4925,Transportes Aereos del Pacifico,,TFO,TRANSPORTES PACIFICO,144
4926,Thai Flying Service,,TFT,THAI FLYING,221
4927,Transportes Aereos San Rafael,,SRF,SAN RAFEAL,45
4928,Tayside Aviation,,TFY,TAYSIDE,
4929,TG Aviation,,TGC,THANET,
4930,Trabajos Aereos,,TGE,TASA,209
4931,Transportes Aereos Regionales,,TGI,TRANSPORTE REGIONAL,144
4932,TAG Aviation Espana,,TGM,TAG ESPANA,209
4933,Trigana Air Service,,TG,TRIGANA,104
4934,Titan Airways,ZT,AWC,ZAP,
4935,Transport Canada,,TGO,TRANSPORT,40
4936,Tiger Airways,TR,TGW,GO CAT,200
4937,Tiger Airways Australia,TT,TGW,GO CAT,14
4938,Transair Gabon],,TGX,TRANSGABO,80
4939,Trans Guyana Airways,,TGY,TRANS GUYANA,95
4940,Thai Airways International,TG,THA,THAI,221
4941,Tar Heel Aviation,,THC,TARHEEL,
4942,Toumai Air Tchad,,THE,TOUMAI AIR,44
4943,Touraine Helicoptere,,THF,TOURAINE HELICO,76
4944,Thai Global Airline,,THG,THAI GLOBAL,221
4945,Thai Jet Intergroup,,THJ,THAI JET,221
4946,Turk Hava Kurumu Hava Taksi Isletmesi,,THK,HUR KUS,228
4947,Thai AirAsia,FD,AIQ,THAI ASIA,221
4948,TACA De Honduras,,THO,LEMPIRA,99
4949,Tehran Airline,,THR,TEHRAN AIR,
4950,Thunder Airlines,,THU,AIR THUNDER,40
4951,Turkish Airlines,TK,THY,TURKAIR,228
4952,Trans Helicoptere Service,,THZ,LYON HELIJET,76
4953,Trans International Airlines,,TIA,TRANS INTERNATIONAL,
4954,Travel International Air Charters,,TIC,TRAVEL INTERNATIONAL,248
4955,Time Air,,TIE,TIME AIR,60
4956,Tic Air,,TIK,TICAIR,14
4957,Tajikistan International Airlines,,TIL,TIL,219
4958,TEAM Transportes Aereos,,TIM,TEAM BRASIL,32
4959,Taino Tours,,TI,TAINO,64
4960,Tesis,,TIS,TESIS,
4961,Transcarga Intl Airways,,TIW,TIACA,
4962,Tajikair,,TJK,TAJIKAIR,219
4963,Tien-Shan,,TJ,ERO,115
4964,Tyrolean Jet Service,,TJS,TYROLJET,15
4965,Twin Jet,T7,TJT,TWINJET,76
4966,Tikal Jets Airlines,,TKC,TIKAL,91
4967,Take Air Line,,TKE,ISLAND BIRD,76
4968,Tropical International Airways,,TKX,TROPEXPRESS,187
4969,Thai Sky Airlines,9I,TKY,THAI SKY,221
4970,Translift Airways,,TLA,TRANSLIFT,107
4971,Transport Africa,,TLF,TRANS-LEONE,199
4972,Trans Atlantic Airlines,,TLL,ATLANTIC LEONE,199
4973,Eagle Canyon Airlines,,TLO,TALON AIR,
4974,Tulip Air,TD,TLP,TULIPAIR,
4975,Tunisavia,,TAJ,TUNISAVIA,227
4976,TLC Air,,TLS,TEALSY,
4977,Turtle Airways,,TLT,TURTLE,74
4978,Travelair,,TLV,PAJAROS,238
4979,Telesis Transair,,TLX,TELESIS,
4980,Top-Fly,,TLY,TOPFLY,209
4981,Trans Mediterranean Airlines,TL,TMA,TANGO LIMA,124
4982,Transmed Airlines,,TMD,,66
4983,Tri-MG Intra Asia Airlines,GY,TMG,TRILINES,104
4984,Taxis Turisticos Marakame,,TMH,TAXIMARAKAME,144
4985,Tamir Airways,,TMI,TAMIRWAYS,109
4986,Tomahawk Airways,,TMK,TOMAHAWK,
4987,TAM,,TML,TAM AIRLINE,133
4988,TMC Airlines,,TMM,WILLOW RU,
4989,TRAM,,TMQ,TRAM AIR,141
4990,Timberline Air,,TMR,TIMBER,40
4991,Temsco Helicopters,,TMS,TEMSCO,
4992,Trans Midwest Airlines,,TMT,TRANS MIDWEST,
4993,Tramon Air,,TMX,TRAMO,206
4994,Transportes Aereos del Mundo Maya,,TMY,MUNDO MAYA,144
4995,Tranporte Amazonair,,TMZ,TRANS AMAZO,
4996,Trans Air-Benin,,TNB,TRANS-BENI,24
4997,Taxis Aereos del Noroeste,,TNE,TAXINOROESTE,144
4998,Transafricaine,,TNF,TRANSFAS,36
4999,Tennessee Air National Guard 164th Airlift Group,,TNG,,
5000,Transair International Linhas Aereas,,TNI,TRANSINTER,
5001,Tengeriyn Ulaach Shine,,TNL,SKY HORSE,148
5002,Tiara Air,3P,TNM,TIARA,13
5003,Transped Aviation,,TNP,TRANSPED,15
5004,Tanana Air Services,,TNR,TAN AIR,
5005,Trans North Turbo Air,,TNT,TRANS NORTH,40
5006,Transnorthern,,TNV,TRANSNORTHER,
5007,Trans Nation Airways,,TNW,TRANS-NATIO,71
5008,Trener Ltd,,TNX,TRAINER,101
5009,Twin Town Leasing Company,,TNY,TWINCAL,
5010,Tobruk Air,7T,TOB,TOBRUK AIR,127
5011,TOJ Airlines,,TOJ,TOJ AIRLINE,219
5012,Tol-Air Services,TI,TOL,TOL AIR,
5013,Thomsonfly,BY,TOM,TOMSO,
5014,Top Air,,TOP,AIR TOP,228
5015,Toronto Airways,,TOR,TORONTAIR,40
5016,Tropic Air,PM,TOS,TROPISER,23
5017,Totavia,,TOT,,40
5018,Tower Air,FF,TOW,TEE AIR,
5019,Toyota Canada,,TOY,TOYOTA,40
5020,TAMPA,QT,TPA,TAMPA,49
5021,Top Speed,,TPD,TOP SPEED,15
5022,Taxis Aereos del Pacifico,,TPF,TAXIPACIFICO,144
5023,Transportes Aereos Pegaso,,TPG,TRANSPEGASO,144
5024,TAR Interpilot,,TPL,INTERPILOT,141
5025,Transpais Aereo,,TPM,TRANSPAIS,144
5026,Transportacion Aerea del Norte,,TP,AEREA DELNORTE,144
5027,Transpac Express,,TPP,TRANS EXPRESS,14
5028,Taxis Aereos De Parral,,TPR,TAXIS PARRAL,144
5029,TAPSA Transportes Aereos Petroleros,,TPS,TAPSA,11
5030,Transportes Aereo del Sureste,,TPT,TASSA,144
5031,Trans American Airlines (Trans Am),,TPU,TRANS PERU,174
5032,Thai Pacific Airlines Business,,TPV,THAI PACIFIC,221
5033,Transportes Aereos De Xalapa,,TPX,TRANSXALAPA,144
5034,Trans-Provincial Airlines,,TPY,TRANS PROVINCIAL,40
5035,Transportes La Paz,,TPZ,TRANSPAZ,144
5036,Taquan Air Services,,TQ,TAQUA,
5037,Transportacion Aerea De Queretaro,,TQR,TRANSQUERETARO,144
5038,TransAsia Airways,GE,TNA,TransAsia,
5039,Transavia Holland,HV,TRA,TRANSAVIA,
5040,Trans Air Charter,,TRC,TRACKER,
5041,TACV,VR,TCV,CABOVERDE,178
5042,Trans Island Air,,TRD,TRANS ISLAND,20
5043,Taxi Air Fret,,TRF,TAXI JET,76
5044,TRAGSA (Medios Aereos),,TRG,,209
5045,Trans Euro Air,,TRJ,HIGH TIDE,
5046,Transport Aerien de Mauritanie,,TRM,SOTRANS,141
5047,Tropic Airlines-Air Molokai,,TRO,MOLOKAI,
5048,Turdus Airways,,TRQ,HUNTER,
5049,Tramson Limited,,TRR,TRAMSO,211
5050,Trans Arabian Air Transport,,TRT,TRANS ARABIA,211
5051,Triangle Airline (Uganda),,TRU,TRI AIR,232
5052,Transwestern Airlines of Utah,,TRW,TRANS-WEST,
5053,Tristar Airlines,,TRY,TRISTAR AIR,
5054,TransMeridian Airlines,T9,TRZ,TRANS-MERIDIA,
5055,Transair France,,TSA,AIRTRAF,76
5056,TAF-Linhas Aereas,,TSD,TAFI,32
5057,Transmile Air Services,TH,TSE,TRANSMILE,135
5058,Trans-Air-Congo,,TSG,TRANS-CONGO,
5059,Transport'air,,TSI,TRANSPORTAIR,76
5060,Trast Aero,S5,TSJ,TRAST AERO,121
5061,Trast Aero,,TSK,TOMSK-AVIA,121
5062,Thai Aviation Services,,TSL,THAI AVIATIO,221
5063,Taftan Airlines,,SBT,TAFTA,
5064,Transwest Air,9T,ABS,ATHABASKA,40
5065,Trans Sayegh Airport Services,,TSM,,124
5066,Trans-Air Services,,TS,AIR TRANS,
5067,Transaero Airlines,U,TSO,TRANSOVIET,
5068,Transportes Aereos Inter,,TSP,TRANSPO-INTER,91
5069,Trans Service Airlift,,TSR,TRANS SERVICE,
5070,Tri-State Aero,,TSS,TRI-STATE,
5071,TRAST,,TST,TRAST,115
5072,Tropair Airservices,,TSV,TROPIC,
5073,Transwings,,TSW,SWISSTRANS,216
5074,Thai Star Airlines,T9,TSX,THAI STAR,221
5075,Tristar Air,,TSY,TRIPLE STAR,66
5076,TTA - Sociedade de Transporte e Trabalho Aereo,,TTA,KANIMANBO,152
5077,Transteco,,TTC,TRANSTECO,7
5078,Tarhan Tower Airlines,,TTH,,228
5079,Total Linhas Aereas,,TTL,TOTAL,32
5080,Triple O Aviation,,TTP,MIGHTY WING,
5081,Transportaciones Y Servicios Aereos,,TTR,TRANSPORTACIONES,144
5082,Transporte Aereo Tecnico Ejecutivo,,TTS,TECNICO,144
5083,Turkmenistan Airlines,T5,TUA,TURKMENISTA,229
5084,Turismo Aereo de Chile,,TUC,TURICHILE,45
5085,Tuninter,UG,TUI,,227
5086,Tulpar Air,,TUL,URSAL,
5087,Tyumenspecavia,,TUM,TUMTEL,
5088,Taxi Aereo Turistico,,TUO,TURISTICO,144
5089,Tulpar Air Service,,TUX,TULPA,115
5090,Tuna Aero,,TUZ,TUNA,215
5091,Trans America Airlines,,TVA,TRANS-AMERICA,
5092,Trabajos Aereos Vascongados,,TVH,TRAVASA,209
5093,Tiramavia,,TVI,TIRAMAVIA,
5094,Travel Service,,TVL,TRAVEL SERVICE,101
5095,Transavio,,TVO,TRANS-BALLERIO,110
5096,Tavrey Airlines,T6,TVR,TAVREY,233
5097,Travel Service,QS,TVS,SKYTRAVEL,60
5098,Trans World Airlines,TW,TWA,TWA,
5099,Transwede Airways,,TWE,TRANSWEDE,215
5100,Twinjet Aircraft Sales,,TWJ,,
5101,Tradewinds Aviation,,TWL,TRADEWINDS CANADA,40
5102,Transairways,,TWM,,152
5103,Twente Airlines,,TWO,COLIBRI,
5104,Trans Air Welwitchia,,TWW,WELWITCHIA,7
5105,Texair Charter,,TXA,OKAY AIR,
5106,Transaviaexport,AL,TXC,TRANSEXPORT,21
5107,Transilvania Express,,TXE,TRANSAIR EXPRESS,182
5108,Taxi Aereo Cozatl,,TXL,TAXI COZATL,144
5109,Taxi Aereo de Mexico,,TXM,TAXIMEX,144
5110,Texas National Airlines,,TX,TEXAS NATIONAL,
5111,Taxis Aereos de Sinaloa,,TXO,TAXIS SINALOA,144
5112,Taxirey,,TXR,TAXIREY,144
5113,Texas Airlines,,TXS,TEXAIR,
5114,Texas Air Charters,,TXT,TEXAS CHARTER,
5115,Tex Star Air Freight,,TXZ,TEX STAR,
5116,Tayflite,,TYF,TAYFLITE,
5117,Trygg-Flyg,,TYG,TRYGG,215
5118,Tyrol Air Ambulance,,TYW,TYROL AMBULANCE,15
5119,Transporte Aereo Ernesto Saenz,,TZE,TRANSPORTE SAENZ,144
5120,Tajikstan,,TZK,TAJIKSTA,219
5121,Thyssen Krupp AG,,BLI,BLUELINE,83
5122,TUIfly Nordic,6B,BLX,BLUESCA,215
5123,Transportes Aereos Bolivianos,,BOL,BOL,
5124,Tiphook PLC,,BOX,BOX,
5125,Top Flight Air Service,,CHE,CHECK AIR,
5126,Trans America,,CLR,CLINTON AIRWAYS,
5127,Triple Alpha,,CLU,CAROLUS,83
5128,Tashkent Aircraft Production Corporation,,CTP,CORTAS,239
5129,Texas Airways,,CWT,TEXAS AIRWAYS,
5130,Transportes Aereos Don Carlos,,DCL,DON CARLOS,45
5131,Telnic Limited,,DOT,DOT TEL,
5132,Triton Airlines,,DRC,TRITON AIR,40
5133,TAAG Angola Airlines,DT,DTA,DTA,7
5134,Tassili Airlines,SF,DTH,TASSILI AIR,4
5135,Transporte Ejecutivo Aereo,,EAR,EJECUTIVO-AEREO,144
5136,Transportes Aereos Nacionales De Selva Tans,,ELV,AEREOS SELVA,174
5137,TAG Farnborough Airport,,FBO,,
5138,Transaviaservice,,FNV,TRANSAVIASERVICE,82
5139,TAG Aviation,,FPG,TAG AVIATIO,216
5140,The 955 Preservation Group,,GF,GRIFFO,
5141,Trans-Air-Link,,GJB,SKY TRUCK,
5142,Tradewind Aviation,,GPD,GOODSPEED,
5143,Trail Lake Flying Service,,HBA,HARBOR AIR,
5144,TAF Helicopters,,HET,HELITAF,209
5145,Tango Bravo,,HTO,HELI TANGO,76
5146,Turkish Air Force,,HVK,TURKISH AIRFORCE,228
5147,Thryluthjonustan,,IHS,,102
5148,TA-Air Airline,,IRF,TA-AIR,
5149,Tara Air Line,,IRR,TARAIR,
5150,Trading Air Cargo,,JCH,TRADING CARGO,141
5151,Trans-Kiev,,KCA,TRANS-KIEV,233
5152,Tal Air Charters,,JEL,JETEL,40
5153,Transcontinental Airlines,,KRA,REGATA,115
5154,Transaviabaltika,,KTB,TRANSBALTIKA,129
5155,Transair-Gyraintiee,,KTS,KOTAIR,
5156,TAM Mercosur,PZ,LAP,PARAGUAYA,173
5157,The Lancair Company,,LCC,LANCAIR,
5158,The Army Aviation Heritage Foundation,,LEG,LEGACY,
5159,Top Sky International,,LKW,TOPINTER,104
5160,Trans States Airlines,AX,LOF,WATERSKI,
5161,Trans Atlantis,,LTA,LANTRA,40
